Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
70235,2007,12/20/2007,New Haven,19 NICOLL ST,245280.0,380000.0,0.645473684,Three Family,Three Family,,,,
70434,2007,06/27/2008,Shelton,147 HILL ST,183540.0,286000.0,0.641748252,Two Family,Two Family,,,,
70289,2007,11/14/2007,Bridgeport,81 NASH LN #1,500150.0,137000.0,3.650729927,,,08 - Part Interest,CO-OP,,
70508,2007,12/31/2007,Bridgeport,135 BEACH ST,76730.0,225000.0,0.341022222,Single Family,Single Family,,,,
70640,2007,07/21/2008,Hamden,28 TURNOR AVE,125230.0,50000.0,2.5046,Single Family,Single Family,07 - Change in Property,,,
70011,2007,10/23/2007,East Granby,151 NEWGATE RD,389200.0,840000.0,0.463333333,Single Family,Single Family,28 - Use Assessment,,,
71256,2007,06/06/2008,Bridgeport,50B MENCEL CIR #203,54100.0,130000.0,0.416153846,Condo,Condo,,,,
70108,2007,06/16/2008,Brooklyn,WOODWARD RD,23530.0,40000.0,0.58825,,,06 - Portion of Property,,,
70011,2007,10/15/2007,Ellington,226 WINSORVILLE RD,146970.0,252500.0,0.582059406,Single Family,Single Family,25 - Other,,,POINT (-72.50152 41.87151)
70205,2007,07/31/2008,Seymour,9 CHUCTA RD,275730.0,375000.0,0.73528,Single Family,Single Family,,,,
70019,2007,11/02/2007,Burlington,100 JOHNNYCAKE MOUNTAIN RD,121170.0,145000.0,0.835655172,Single Family,Single Family,07 - Change in Property,TEAR DOWN,,
70369,2007,04/03/2008,Hamden,900 MIX AVE #62,103740.0,175000.0,0.5928,Condo,Condo,,,,
70580,2007,06/24/2008,Milford,41 BROADWAY,253830.0,365000.0,0.695424658,Single Family,Single Family,,,,
70012,2007,12/03/2007,Andover,147 WHEELING RD,167200.0,177100.0,0.944099379,Single Family,Single Family,18 - In Lieu Of Foreclosure,,,
70082,2007,11/02/2007,East Hartford,247 OCONNELL DR,131620.0,163000.0,0.807484663,Single Family,Single Family,13 - Bankrupcy,,,POINT (-72.59347 41.73266)
70023,2007,12/06/2007,Derby,9 COMMODORE HULL,286930.0,434000.0,0.661129032,Single Family,Single Family,,,,
79032,2007,10/16/2007,Hartford,262-264 SOUTH ST,66995.0,180000.0,0.372194444,Three Family,Three Family,08 - Part Interest,,,
70043,2007,05/20/2008,Deep River,7 PHELPS LN,211820.0,247000.0,0.85757085,Single Family,Single Family,,ESTATE,,POINT (-72.42933 41.39334)
70091,2007,10/31/2007,Manchester,40 PITKEN ST,1499300.0,143500.0,10.44808362,,,19 - Easement,,,
70417,2007,04/24/2008,Manchester,44 LODGE DR,112700.0,168000.0,0.670833333,Single Family,Single Family,,,,
70091,2007,05/22/2008,North Branford,1789 FOXON RD #3D,81760.0,159000.0,0.514213836,Condo,Condo,,,,
70255,2007,03/18/2008,Torrington,85 NORTHSIDE DR,112600.0,186500.0,0.603753351,Single Family,Single Family,,,,
70456,2007,05/13/2008,Hamden,89 BEAR PATH ROAD,176820.0,263500.0,0.671043643,Single Family,Single Family,,,,
70067,2007,01/09/2008,Monroe,342 MONROE TPKE,146090.0,310000.0,0.471258065,Single Family,Single Family,,,,
70010,2007,10/17/2007,New Canaan,26 EAST MAPLE ST,325900.0,106000.0,3.074528302,Single Family,Single Family,01 - Family,,,
70145,2007,05/13/2008,Ellington,26 SETTLERS WAY,260260.0,370000.0,0.703405405,Single Family,Single Family,,,,
70051,2007,08/25/2008,Pomfret,90 MODOCK RD,260800.0,585000.0,0.445811966,Single Family,Single Family,,,,
70175,2007,09/26/2008,Orange,838 COLLEGE ST,228400.0,310000.0,0.736774194,Single Family,Single Family,,,,POINT (-73.00208 41.30133)
70479,2007,09/05/2008,Branford,3 THIMBLE ISLE #3N (317),54300.0,105000.0,0.517142857,Condo,Condo,,,,
70224,2007,05/01/2008,East Haven,93-3 COSEY BEACH AVE,189000.0,234000.0,0.807692308,Condo,Condo,,,,
70157,2007,11/27/2007,Milford,7 WHEELER AVE,246430.0,352000.0,0.700085227,Single Family,Single Family,,,,
70242,2007,07/16/2008,Plainville,29 SOUTH WASHINGTON ST,125230.0,175900.0,0.711938601,Single Family,Single Family,,,,
70086,2007,06/03/2008,Killingworth,70 BEAVER DAM RD,119560.0,871680.0,0.137160426,Single Family,Single Family,07 - Change in Property,,,
70203,2007,06/11/2008,Bloomfield,18 MILLS LN,106550.0,195000.0,0.546410256,Single Family,Single Family,,,,
70078,2007,08/19/2008,New Hartford,220 MAIN ST #1F,53060.0,134900.0,0.393328391,Condo,Condo,,,,
70150,2007,04/04/2008,Plainville,3 FORESTVILLE AVE,95760.0,164000.0,0.583902439,Single Family,Single Family,,,,
70003,2007,10/02/2007,Montville,77 DERRY HILL RD.,266540.0,387000.0,0.68873385,Single Family,Single Family,,,,
70024,2007,10/10/2007,East Hartford,231 ELLINGTON RD #W,62650.0,73000.0,0.858219178,Condo,Condo,14 - Foreclosure,,,
70004,2007,10/02/2007,Killingworth,50 COW HILL RD,352580.0,415000.0,0.849590361,Single Family,Single Family,25 - Other,RELOCATION,,
70151,2007,06/23/2008,Tolland,14 WILLIE CIR,124500.0,192000.0,0.6484375,Single Family,Single Family,,,,
70119,2007,11/01/2007,Norwalk,108 MAIN ST,1578780.0,25000.0,63.1512,,,19 - Easement,,,POINT (-73.41515 41.12246)
70414,2007,07/01/2008,Enfield,11 CLAREMONT AVE,113750.0,165000.0,0.689393939,Single Family,Single Family,,,,
70245,2007,09/12/2008,Clinton,28 UNCAS RD,216800.0,389000.0,0.557326478,Single Family,Single Family,,,,
70049,2007,10/19/2007,Milford,51 CAMDEN ST,226650.0,82000.0,2.76402439,Single Family,Single Family,08 - Part Interest,,,
70126,2007,07/01/2008,Plymouth,44 LAKEVIEW RD,126640.0,175000.0,0.723657143,Single Family,Single Family,01 - Family,,,POINT (-72.99096 41.64779)
70048,2007,07/08/2008,Salem,107 STONEWALL RD,126620.0,160000.0,0.791375,,,25 - Other,RETURNED TO DEVELOPER AT LOSS,,
70005,2007,11/13/2007,Bridgewater,16 BLUEBERRY HILL RD,354000.0,487900.0,0.725558516,Single Family,Single Family,,,,
70770,2007,06/26/2008,New Haven,32 TRUMAN ST,179480.0,125000.0,1.43584,Two Family,Two Family,14 - Foreclosure,,,POINT (-72.93962 41.29475)
70084,2007,12/27/2007,Bloomfield,693 BLOOMFIELD AVE,1020250.0,1800000.0,0.566805556,,,,,,POINT (-72.73744 41.82734)
70327,2007,05/22/2008,Torrington,1626 WEED RD,228700.0,585000.0,0.390940171,Single Family,Single Family,,,,POINT (-73.18881 41.79905)
70217,2007,01/30/2008,Southington,156 OLD MOUNTAIN RD,167510.0,110000.0,1.522818182,Single Family,Single Family,25 - Other,ASSESS > SALE,,
70442,2007,12/18/2007,Bridgeport,245 GLENDALE AVE #D5,70120.0,155000.0,0.452387097,Condo,Condo,,,,
70201,2007,11/26/2007,Norwalk,50 AIKEN ST #383,174720.0,294000.0,0.594285714,Condo,Condo,,,,
70566,2007,05/05/2008,New Haven,141 COUNTY ST,142310.0,91000.0,1.563846154,Three Family,Three Family,14 - Foreclosure,,,
70124,2007,09/30/2008,Hebron,31 HAWKS LANDING,278340.0,385000.0,0.722961039,Single Family,Single Family,25 - Other,RELOCATION,,
70096,2007,05/29/2008,Burlington,30 DUANE LN,147980.0,250000.0,0.59192,Single Family,Single Family,01 - Family,,,POINT (-72.99105 41.79092)
70073,2007,10/31/2007,Southington,CHERRYWOOD MANOR 2D,138110.0,183000.0,0.754699454,Condo,Condo,,,,
70204,2007,11/27/2007,Norwalk,146 PARTRICK AVE,583310.0,1150000.0,0.507226087,Single Family,Single Family,,,,
70075,2007,10/10/2007,Bridgeport,35 SHORT ST,89250.0,259900.0,0.343401308,Single Family,Single Family,,,,
70090,2007,12/18/2007,East Hampton,82 GADPOUCH RD.,157630.0,75000.0,2.101733333,,,15 - Government Agency,SPLIT ST OF CT CODE 6 ADND 15,,
70350,2007,08/13/2008,East Haven,106 SHORT BEACH RD,146780.0,225000.0,0.652355556,Single Family,Single Family,,,,
70048,2007,06/19/2008,Deep River,25 READ ST,176610.0,277000.0,0.637581227,Single Family,Single Family,,,,
70131,2007,12/05/2007,Groton,88 MURPHYS DR #4A,0.0,281600.0,0.0,Condo,Condo,07 - Change in Property,,,POINT (-72.07738 41.3927)
70006,2007,10/01/2007,Seymour,17 BANK ST,173670.0,235000.0,0.739021277,,,25 - Other,PURCHASED BY FORMER OWNER,,POINT (-73.07339 41.39554)
70258,2007,04/02/2008,Enfield,26 ALOHA DR.,120820.0,164200.0,0.735809988,Single Family,Single Family,14 - Foreclosure,,,
70009,2007,10/03/2007,Newington,50 WAVERLY DRIVE,85190.0,130000.0,0.655307692,,,,,,
70258,2007,11/07/2007,Bridgeport,570-572 GRAND ST,3981.0,44900.0,0.088663697,,,25 - Other,,,
70450,2007,08/19/2008,Branford,3 HAMPTON PARK,95300.0,160000.0,0.595625,Condo,Condo,10 - A Will,,,POINT (-72.82534 41.30668)
70234,2007,05/09/2008,East Haven,15 NEWTON ST,165660.0,277000.0,0.598050542,Single Family,Single Family,,,,
70730,2007,09/24/2008,East Hartford,55 & 77 HARTLAND ST,10873700.0,1957158.0,5.555862123,,,08 - Part Interest,,,
70185,2007,12/21/2007,Greenwich,1162 EAST PUTNAM AVE,4833010.0,3800000.0,1.271844737,,,03 - Inter Corporation,,,
70083,2007,08/29/2008,Bethany,28 MUNSON RD,209180.0,390000.0,0.536358974,,,,,,POINT (-72.98776 41.44069)
70097,2007,03/04/2008,Ellington,4 PERCHERON WAY,427950.0,617000.0,0.693598055,Single Family,Single Family,,,,POINT (-72.44084 41.8926)
70135,2007,09/23/2008,Prospect,7 RICHARD LN,144040.0,235000.0,0.61293617,Single Family,Single Family,,,,
70344,2007,03/31/2008,Fairfield,177 STERLING ST,388640.0,570000.0,0.681824561,Condo,Condo,,,,
70058,2007,01/28/2008,Canton,303 TIMBER LANE,83650.0,180000.0,0.464722222,Condo,Condo,,,,
70009,2007,10/01/2007,Bridgeport,401 PEARL HARBOR ST.,72080.0,206000.0,0.349902913,Single Family,Single Family,,,,POINT (-73.16109 41.20158)
70752,2007,09/26/2008,Stratford,373 & 379-381 THOMPSON ST,193760.0,315000.0,0.615111111,Two Family,Two Family,,,,
70075,2007,10/30/2007,Meriden,71 MATTABASSET DR,129630.0,200000.0,0.64815,Condo,Condo,,,,
70164,2007,11/30/2007,Milford,68 RANCH RD,304500.0,448000.0,0.6796875,Single Family,Single Family,,,,
70196,2007,06/03/2008,Plainville,7 BASSWOOD ST/BASSWOOD ST,19320.0,120000.0,0.161,,,25 - Other,6 LOTS - SOLD MOBILE HOME ON 2 LOTS,,POINT (-72.86844 41.65658)
70032,2007,02/12/2008,New Hartford,10 STEELE RD,87360.0,170000.0,0.513882353,Single Family,Single Family,,,,POINT (-72.98136 41.87717)
70523,2007,04/24/2008,New Haven,246 WEST ROCK AVE,240310.0,337000.0,0.713086053,Single Family,Single Family,10 - A Will,,,
70033,2007,12/27/2007,Brooklyn,40 FAIRGROUNDS ROAD,102970.0,75000.0,1.372933333,Single Family,Single Family,08 - Part Interest,,,POINT (-71.9531 41.78149)
70538,2007,06/23/2008,East Hartford,19 NORTHBROOK CT,102180.0,153000.0,0.667843137,Condo,Condo,,,,
70022,2007,11/13/2007,Burlington,15 DEERFIELD TRACE,215320.0,80000.0,2.6915,Single Family,Single Family,01 - Family,,,
70150,2007,11/21/2007,Milford,28 JOHN ST,185190.0,112500.0,1.646133333,Single Family,Single Family,25 - Other,DEVELOPER SALE,,
70178,2007,09/29/2008,Plymouth,226 HARWINTON AVE,394860.0,589000.0,0.670390492,Single Family,Single Family,14 - Foreclosure,,,
70074,2007,01/08/2008,Oxford,"42,44,46,48,50 NEWGATE RD",508080.0,650000.0,0.781661538,Single Family,Single Family,24 - Plottage,,,
70009,2007,10/11/2007,Suffield,12 MARGUY LN,166040.0,319900.0,0.519037199,Single Family,Single Family,25 - Other,RELOCATION,,
70022,2007,05/16/2008,Morris,3 HICKORY HILL RD,88710.0,185000.0,0.479513514,,,,,,
70204,2007,12/21/2007,Hartford,31 WOODLAND ST #6P,24752.0,87500.0,0.28288,Condo,Condo,10 - A Will,,,
70034,2007,10/12/2007,Torrington,84 CHESTNUT AVE,96000.0,180000.0,0.533333333,Single Family,Single Family,,,,POINT (-73.13434 41.80255)
70232,2007,06/19/2008,Avon,15 SCARBOROUGH DR,849740.0,1650000.0,0.514993939,Single Family,Single Family,,,,POINT (-72.90018 41.81033)
70096,2007,02/01/2008,Rocky Hill,1000 MAPLE ST,238040.0,388500.0,0.612715573,Single Family,Single Family,07 - Change in Property,,,
70702,2007,02/14/2008,Bridgeport,"325 LAFAYETTE ST., #1003",88558.0,275000.0,0.322029091,Condo,Condo,,,,
70087,2007,05/29/2008,Derby,67 COPPOLA TERR,125370.0,245000.0,0.511714286,Single Family,Single Family,,,,POINT (-73.09663 41.33045)
70233,2007,12/28/2007,Milford,330 MERWIN RD #6,182120.0,249900.0,0.728771509,Condo,Condo,,,,
70041,2007,07/10/2008,Sherman,80 SPRING LAKE RD,465010.0,625000.0,0.744016,Single Family,Single Family,,,,POINT (-73.51173 41.60859)
70235,2007,08/18/2008,Ellington,9 SETTING SUN TRAIL,5870.0,100000.0,0.0587,,,28 - Use Assessment,OPEN SPACE LAND TO ABUTTER,,POINT (-72.44071 41.89737)
70202,2007,12/12/2007,Meriden,328 BLACKSTONE VILL,77590.0,135000.0,0.574740741,Condo,Condo,,,,
70019,2007,10/15/2007,Tolland,117 LOEHR RD,205900.0,383777.0,0.536509483,Single Family,Single Family,,,,
70589,2007,09/29/2008,Newington,24 LAURENCE LN,163280.0,285000.0,0.572912281,Single Family,Single Family,,,,
70086,2007,11/07/2007,Torrington,79 PENNY LN,200500.0,320500.0,0.625585023,Single Family,Single Family,,,,
70114,2007,01/22/2008,East Hampton,6 DANIEL ST,124140.0,50000.0,2.4828,Single Family,Single Family,08 - Part Interest,,,
70473,2007,09/03/2008,Branford,8 TIDELANDS,74900.0,135000.0,0.554814815,Condo,Condo,,,,POINT (-72.89136 41.78685)
70042,2007,01/03/2008,Thompson,356 WEST THOMPSON RD,111300.0,178600.0,0.623180291,Single Family,Single Family,,,,
71722,2007,09/16/2008,Bridgeport,381 MCKINLEY AVENUE,162470.0,172500.0,0.941855072,Single Family,Single Family,25 - Other,SOLD BELOW MARKET PRICE,,POINT (-73.2103 41.18938)
70139,2007,06/02/2008,Tolland,218 CHARLES ST,280000.0,500000.0,0.56,Single Family,Single Family,,,,POINT (-72.32114 41.91727)
70038,2007,03/25/2008,Canterbury,264 BUTTS BRIDGE RD,137900.0,200000.0,0.6895,Single Family,Single Family,,,,
70475,2007,07/22/2008,Shelton,98 DICKINSON DR,0.0,530000.0,0.0,Single Family,Single Family,07 - Change in Property,,,
70231,2007,03/24/2008,Enfield,42 CANDLEWOOD,126840.0,184900.0,0.685992428,Condo,Condo,,,,
70105,2007,04/30/2008,Suffield,223 HICKORY ST,115850.0,62000.0,1.868548387,Single Family,Single Family,01 - Family,,,
70784,2007,09/05/2008,Milford,5 HILLSIDE AVE,728960.0,1025000.0,0.711180488,Single Family,Single Family,,,,POINT (-73.00746 41.2153)
70294,2007,02/28/2008,East Hartford,36 SUNSET RIDGE DR,208530.0,33000.0,6.319090909,Single Family,Single Family,01 - Family,,,POINT (-72.59243 41.76919)
71660,2007,09/03/2008,Bridgeport,639 QUEEN STREET,140140.0,144000.0,0.973194444,Single Family,Single Family,25 - Other,SOLD BELOW MARKET PRICE,,
70097,2007,12/17/2007,New Milford,24-4 CANDLEWOOD CONDO,98630.0,156000.0,0.63224359,Condo,Condo,,,,
70325,2007,11/21/2007,Bridgeport,37 ERIKA CIR,179270.0,350000.0,0.5122,Single Family,Single Family,,,,
70557,2007,07/10/2008,Southington,72 WEST PINES DR,295820.0,449000.0,0.658841871,Single Family,Single Family,25 - Other,RELOCATION,,
70384,2007,04/01/2008,Greenwich,43 SHERWOOD PL,465080.0,850000.0,0.547152941,Single Family,Single Family,,,,POINT (-73.62551 41.03479)
70198,2007,12/26/2007,East Hartford,1518-1520 MAIN ST,135110.0,290000.0,0.465896552,,,,,,
70027,2007,10/31/2007,Ledyard,12 AVEBURY BERWICK,303800.0,132500.0,2.292830189,Single Family,Single Family,25 - Other,TRIBAL SALE,,
70637,2007,05/23/2008,New Haven,1078 TOWNSEND AVE,132790.0,174000.0,0.76316092,Single Family,Single Family,,,,
70037,2007,02/04/2008,Durham,734 HIGGANUM RD,311710.0,400000.0,0.779275,Single Family,Single Family,,,,
70195,2007,04/03/2008,East Haven,91 MCCLAY AVE,162140.0,305000.0,0.531606557,Single Family,Single Family,,,,
70135,2007,05/08/2008,Monroe,19 MEADOWLARK CIR,184660.0,285000.0,0.647929825,Condo,Condo,25 - Other,ESTATE SALE,,
71568,2007,08/14/2008,Bridgeport,582 STILLMAN STREET,66000.0,50000.0,1.32,Single Family,Single Family,14 - Foreclosure,,,
70261,2007,01/04/2008,Meriden,5413 HILLCREST CONDO,78640.0,127000.0,0.619212598,Single Family,Single Family,,,,
70045,2007,10/01/2007,Monroe,78 BARN HILL RD,393050.0,550000.0,0.714636364,Single Family,Single Family,,,,
71041,2007,04/24/2008,Bridgeport,1655 OLD TOM RD,115430.0,124000.0,0.930887097,Single Family,Single Family,14 - Foreclosure,,,
70047,2007,05/29/2008,Canterbury,10 FRANCIS BENNETT RD,165200.0,170850.0,0.966930056,Single Family,Single Family,01 - Family,,,
70021,2007,10/03/2007,Meriden,228 SPRING ST,114010.0,190000.0,0.600052632,Single Family,Single Family,,,,
70070,2007,11/01/2007,East Hartford,31-33 GRAHAM RD,158210.0,20000.0,7.9105,Two Family,Two Family,01 - Family,,,
70384,2007,02/22/2008,New Haven,76 HOUSTON ST,93800.0,60000.0,1.563333333,Single Family,Single Family,14 - Foreclosure,,,
70149,2007,05/19/2008,Ellington,3 HILLSDALE DR,176580.0,280000.0,0.630642857,Single Family,Single Family,,,,
70219,2007,01/10/2008,Shelton,CHURCH ST. #2,233310.0,250000.0,0.93324,,,06 - Portion of Property,PROPERTY SPLIT FROM MAP 60 LOT 24,,
70059,2007,06/19/2008,Salisbury,414 MILLERTON RD,402310.0,1000000.0,0.40231,Single Family,Single Family,15 - Government Agency,,,
70020,2007,12/11/2007,Bridgewater,110 CEDAR HILL RD,576700.0,270000.0,2.135925926,Single Family,Single Family,06 - Portion of Property,,,
70063,2007,06/30/2008,Easton,110 KNAPP ST,1200970.0,1467000.0,0.818657123,Single Family,Single Family,,,,
70183,2007,10/29/2007,Bridgeport,250 NORTH BISHOP AVE #11,28320.0,75000.0,0.3776,Condo,Condo,,,,
70186,2007,01/04/2008,Southington,36 & 44 SHEFFIELD PL,402780.0,560000.0,0.71925,,,24 - Plottage,INCLUDES 489 & 495 FLANDERS RD,,
70132,2007,04/30/2008,Colchester,27 VILLAGE CT.,0.0,309000.0,0.0,Condo,Condo,07 - Change in Property,NEW CONSTRUCTION,,
70044,2007,07/25/2008,Harwinton,13 OLD RTE 72,123810.0,243500.0,0.508459959,Single Family,Single Family,,,,POINT (-73.0702 41.77526)
70136,2007,05/29/2008,Tolland,187 OLD POST RD,233800.0,317500.0,0.736377953,Single Family,Single Family,,,,
70271,2007,01/09/2008,Meriden,48 PATTON DR,0.0,394962.0,0.0,Condo,Condo,07 - Change in Property,,,
70545,2007,01/08/2008,Bridgeport,25-27 COGGSWELL ST,209680.0,235000.0,0.892255319,Two Family,Two Family,25 - Other,CONDO CONVERSION?,,
70295,2007,02/04/2008,Milford,6 GREENVIEW LN,151300.0,191000.0,0.792146597,Condo,Condo,,,,
70122,2007,01/31/2008,East Hampton,46 MALLARD COVE,124140.0,170000.0,0.730235294,Condo,Condo,,,,
79285,2007,06/30/2008,East Haven,84 FOREST ST EXT,181720.0,325000.0,0.559138462,Single Family,Single Family,,,,
70046,2007,12/04/2007,Darien,31 BARRINGER RD,736050.0,1225000.0,0.600857143,Single Family,Single Family,,,,
70183,2007,12/14/2007,Stratford,20 FOX HILL RD,213920.0,325000.0,0.658215385,Single Family,Single Family,,,,
70167,2007,08/25/2008,New Fairfield,28 LAKE DR SOUTH / PERRYS ISLA,468000.0,1400000.0,0.334285714,Single Family,Single Family,,,,
70176,2007,07/28/2008,Tolland,191 MILE HILL RD,130600.0,207000.0,0.630917874,Single Family,Single Family,,,,POINT (-72.41768 41.84315)
70123,2007,10/17/2007,Bridgeport,58 FAIRVIEW AVE,114740.0,264000.0,0.434621212,Single Family,Single Family,,,,
71047,2007,09/04/2008,New Haven,21 SHELTON AVE,168840.0,240000.0,0.7035,Three Family,Three Family,,,,
70156,2007,03/29/2008,Cheshire,410 WALLINGFORD RD,262250.0,480000.0,0.546354167,Single Family,Single Family,,,,POINT (-72.88713 41.49099)
70863,2007,03/20/2008,Bridgeport,59 RENNELL ST. #21,528440.0,31000.0,17.04645161,,,08 - Part Interest,CO-OP,,
70428,2007,08/05/2008,Branford,90 NORTHFORD RD,292800.0,590000.0,0.496271186,Single Family,Single Family,,,,
70047,2007,06/13/2008,Deep River,92 MAIN ST #401,94570.0,129400.0,0.730834621,Condo,Condo,,,,
70123,2007,03/07/2008,Ledyard,15 ESKA DR,282800.0,352500.0,0.802269504,Single Family,Single Family,25 - Other,RELOCATION - SEE 70108,,
70011,2007,01/09/2008,Morris,35 BIRCH HILL RD,63190.0,155500.0,0.406366559,,,,,,
70354,2007,02/04/2008,New Haven,36 ADELINE ST,90090.0,70000.0,1.287,Single Family,Single Family,14 - Foreclosure,,,
70045,2007,03/19/2008,Bethany,164 FAIRWOOD ROAD,211910.0,384000.0,0.551848958,Single Family,Single Family,,,,
70582,2007,01/15/2008,Bridgeport,109 TRUMBULL AVE,115650.0,145000.0,0.797586207,Single Family,Single Family,14 - Foreclosure,,,
70244,2007,09/29/2008,Seymour,14 SOUTHWEST RD,168210.0,223000.0,0.754304933,Single Family,Single Family,,,,
71351,2007,06/30/2008,Bridgeport,65 DOBSON RD,125390.0,185000.0,0.677783784,Single Family,Single Family,25 - Other,PRIVATE SALE,,
71701,2007,09/12/2008,Bridgeport,140 WETMORE ROAD,166520.0,349900.0,0.475907402,Single Family,Single Family,,,,
70688,2007,08/04/2008,Hamden,1190 DIXWELL AVE,187670.0,380000.0,0.493868421,,,,,,
70049,2007,11/16/2007,Bloomfield,64 JACKSON RD,98450.0,160000.0,0.6153125,Single Family,Single Family,,,,
70422,2007,07/10/2008,Groton,1101 NORTH RD,179130.0,235000.0,0.762255319,Single Family,Single Family,,,,
70782,2007,06/30/2008,New Haven,548 WINTHROP AVE,146930.0,5000.0,29.386,Two Family,Two Family,01 - Family,,,
70583,2007,06/20/2008,Stratford,1921 NICHOLS AVE,185570.0,335000.0,0.553940299,Single Family,Single Family,,,,POINT (-73.14958 41.22111)
70309,2007,01/30/2008,Hartford,151-153 MADISON ST,56275.0,53333.0,1.055162845,Three Family,Three Family,08 - Part Interest,,,
70169,2007,01/23/2008,Newington,27 GARFIELD ST,189280.0,400000.0,0.4732,,,06 - Portion of Property,,,
70210,2007,07/08/2008,Montville,267 MAPLE AVE,116000.0,57000.0,2.035087719,Single Family,Single Family,14 - Foreclosure,,,POINT (-72.13219 41.44839)
70787,2007,06/30/2008,New Haven,73 BISHOP ST,225540.0,372000.0,0.606290323,Two Family,Two Family,,,,
70096,2007,03/03/2008,Darien,155 WEST AVENUE,790580.0,1335000.0,0.592194757,Single Family,Single Family,,,,POINT (-73.48359 41.07394)
70092,2007,10/30/2007,New Haven,123 HUNTINGTON AVE,126350.0,183500.0,0.688555858,Single Family,Single Family,,,,POINT (-72.8899 41.28585)
70765,2007,09/03/2008,Fairfield,540 BLACK ROCK TPKE #4,198450.0,281000.0,0.706227758,Condo,Condo,,,,POINT (-73.23625 41.16665)
70131,2007,03/20/2008,Bloomfield,69 MAPLE AVE.,207870.0,334900.0,0.620692744,Single Family,Single Family,,,,
70565,2007,01/10/2008,Bridgeport,"3020,3024,3044,3064-3066 FAIRF",497095.0,1450000.0,0.342824138,Three Family,Three Family,,MULTI PARCEL,,
70118,2007,04/02/2008,Oxford,502 CHESTNUT TREE HILL RD,147570.0,10000.0,14.757,Single Family,Single Family,01 - Family,,,
70071,2007,04/08/2008,Thompson,3 SUNSHINE TERR,25900.0,35000.0,0.74,Single Family,Single Family,,MOBILE HOME,,
70134,2007,03/31/2008,Clinton,10 LAUREL RIDGE TR.,366400.0,562000.0,0.651957295,Single Family,Single Family,,,,
70248,2007,03/11/2008,Torrington,999 MARSHALL LAKE RD,32800.0,50000.0,0.656,Single Family,Single Family,,,,
70351,2007,01/14/2008,Norwalk,7 HUCKLEBERRY DR NORTH,389970.0,680000.0,0.573485294,Single Family,Single Family,,,,POINT (-73.45965 41.1266)
70430,2007,02/14/2008,Norwalk,32 HAVILAND ST #211,75950.0,312888.0,0.242738616,Condo,Condo,,,,
70174,2007,10/26/2007,Bridgeport,798 PARK AVE,278770.0,385000.0,0.724077922,,,,,,POINT (-73.19684 41.17259)
70496,2007,12/28/2007,Bridgeport,175 BRETTON ST #A1,29020.0,115000.0,0.252347826,Condo,Condo,01 - Family,,,
70070,2007,04/21/2008,Litchfield,4 WEST CHESTNUT HILL RD,134170.0,334000.0,0.401706587,Single Family,Single Family,,,,POINT (-73.17522 41.74524)
70056,2007,11/21/2007,East Lyme,17 MCELANEY DR,147350.0,225000.0,0.654888889,Single Family,Single Family,,,,
